Wow! i think they made this movie to torture people. there are no words for how much i hated this film. I could have been cleaning my room instead. i love bad melodrama as much as the next person but....come on!,0
"Wow was this version of THE RACKETEER tough to watch! While none of the other reviews have mentioned this the public domain version I watched was seriously flawed. The sound track was off by about 10 seconds--meaning the dialog and action never came close to matching. So you'd hear something occur well before you saw it--a very confusing proposition! The worst is where you hear a gun shot and only later doe the guy get hit and slump to his death in a taxi.<br /><br />While this seriously marred the film it also made concentrating on the dialog easier--and showed the serious shortcomings of it as well. The dialog was simply awful--often delivered with almost no inflection or feeling. As one review said it was like watching a high school play. Part of this is understandable as sound was a new medium but this film's dialog was bad even compared to other 1929 films--really bad. And like many of these early sound films the film was just too talky--with sappy and overly melodramatic language and just not much action. And you'd THINK with a title like ""The Racketeer"" that there would be some action!! However it's really a sappy romance--with very little action.<br /><br />The film finds Carol Lombard straddled with an alcoholic musician. She herself ends up stealing to try to take care of him--and the crook Robert Armstrong comes to her assistance. When Armstrong catches her cheating at cards he covers for her and then helps the drunk brother to get on his feet--and naturally he falls for her in the process. The problem is that once the drunk sobers up he too wants Lombard and she needs to choose between them. Wow...a recovering drunk or a mobster...talk about a couple great prospects! Overall it's a bit hard to rate considering the lousy print I saw. However even if you ignore this the film has a lot of problems due to its poor use of dialog and excessively talky nature. And...it was sappy too boot.",0
Wow I was really disappointed. I wasn't really planning on seeing this movie in the theater and I wish I stuck to that plan. It really should be a made-for-tv movie. I was kind of excited to see it as I'm a big fan of Fairuza Balk but this movie didn't do her justice. Infact I'm a little disappointed with the acting all around. What a horrible cover up of Fairuza Balk's tattoos it bothered me every time I saw her shoulder. <br /><br />There was no flow to the movie it was very hard to get into it. One scene we get angry hyped up we want blood the anticipation rises just then the director takes us to another scene to show the love between Annie and Bobby. It would have been more enjoyable to follow if it was broken up into three sectional sunday paper comic strip.<br /><br />There was also little logic behind the characters chosen to play some parts. The gangster leaders were scrawny guys not very believable. Matt Dillon head of a mobster organization? Come on give me a break. There was just no intimidation there. <br /><br />The soundtrack.. wow. I think this is one of the worst musical scores I've ever heard. What awful guitar solos my god. The sound of my teeth grinding was more pleasing to my friends I'm sure. <br /><br />Anyhow there is one positive comment I'd like to make about the movie. The settings were nicely done. I liked the colours a good job conveying that time period.,0
Wow I can't believe i'm the first and only one to post a comment on this great movie.<br /><br />Although the movie itself seemed interesting enough the real thing that attracted me to this one is Matt lillard granted most people probably either think he's too caffeine happy or just plain sucks but we're both the same age and from the same generation and i've watched this guy so many times that he's one of my favorites now. This is one of the few movies where he is the big shot and main star kind of like in SLC Punk another great Lillard film.<br /><br />Baiscally this is storywise your usual heist movies but with more twists than anything which start to amount to craziness. Also very notable in this movie is another great actor named vincent D'onofrio a very under appreciated person in the film industry. The woman in the movie is a newcomer and she isn't too bad although you know they hired her mainly for her accent and the nude scene =)<br /><br />It's a game of jack vs jill vs bob as each want to reap the rewards but share with no one. They all try to get eachother to kill off the other and it's a timebomb waiting to explode. Matt shows his true prowess as the scheming JAck who initially starts the whole scheme. Vincent and woman play a couple of art thieves who are in need of money due to a lack of business. Vince's character is a bit deranged and skitz's throughout the movie but that only add to the intensity of the film.<br /><br />The surprises left and right are well welcomed and the ending is very non cliche and makes you feel happy well maybe that depends on the type of endings you like. This movie kept me very interested besides the fact Matt was in it it's a great movie and i'd highly recommend it to anyone who likes movies. Critic's probably won't like this movie but they don't watch movies cause they like movies anyway.,1
"Wow here is another great golf movie. That's at least three in the past few years that I've really enjoyed that were well-done beautifully-filmed and inspirational. The other two were ""Bobby Jones: Stroke of Genius"" and ""The Legend Of Bagger Vance.""<br /><br />This is a true underdog story if there ever was one. To have an amateur defeat all the professionals and win the United States Open Golf Tournament is an unheard-of feat. I believe this is the only time in the 100 years it has ever been accomplished. How much of this film is fiction embellished for dramatic effect I don't know. I do know that I plan on reading the book and I know that in real-life Francis Ouimet had a three-stroke lead in playoff with just two holes to go unlike what we saw in the film.<br /><br />Whatever. Francis Ouimet's victory over golf legends Harry Vardon and Ted Ray is fact. It is an amazing story and the filmmakers did a super job in presenting it here. It isn't something just for golf fans; this is a fun movie. Kudso to actor-turned-director Bill Paxton for an outstanding job.<br /><br />Yes a lot of this is just plain golf but there are subplots such as Ouimet's relationship with his father and with a pretty young woman who is obviously interested in him. It's also a touching story of someone giving a little kid a chance. The movie also deals with Vardon's demons of coming from the wrong side of the tracks and trying to make it in an elitist's sport which it was at the time for both Europeans and Americans.<br /><br />Shia LaBeouf is winsome as Ouimet as is Steven Dillane as Vardon. For those who don't know Vardon was like the Tiger Woods of his day maybe even more unbeatable. In the film Vardon is pictured as a warm nice guy; a genuine human being. the other major competitor Ray (Stephen Marcus) is shown as somewhat of a brutish nasty guy. <br /><br />The fourth main character of this golf story might be the coolest person in the film: a fifth-grade boy who winds up being Ouimet's caddie in the Open. He (Josh Flitter) brings a lot of humor and charm to the movie.<br /><br />If all of this - a playoff with the huge underdog against two mighty pros and having come down to the last hole - were not true you would think ""Oh man this is so hokey. Who could believe this?"" That's what makes this true-life story fun to see finally captured on film. As with another sports film of 2005 - ""Cinderella Man"" - here is another excellent movie that got unjustly ignored when it came to awards. I guess nice films don't win awards.....just the hearts of their viewers.",1
"Wow ""The Curse of Michael Myers"" what a great film. Suspenseful entertaining creative and a clever plot which I love. Many hate the 'Thorn' concept I love it. I think that it gives the Halloween series some plot. Marianne Hagan is a wonderful actress and turns in a excellent performance especially for her first film and Paul Rudd and Donald Pleasence are great also. My only complaint is that why wasn't Danielle Harris in this film as Jamie? She wanted to return but the producers said no. I thought J.C Brandy was great but I love Danielle Harris. Still I love Halloween: The Curse of Michael Myers. I think The Shape's mask looks the best in this film and George P. Wilbur is the best Michael Myers ever. Incredibly creepy and suspenseful Halloween 6 rules! <br /><br />I adore this very violent but immensely enjoyable film. The Halloween horror series - by far the best in the Genre.<br /><br />10 out of 10.",1
Worst pile of drivel to date! Everyone involved with this production should be ashamed of themselves. Not one single element of the movie was anything slightly like an original idea. A first grader telling you a story about nap time is more entertaining.,0
Worst movie ever seen. Worst acting too. I cannot imagine a movie worse then this. Nothing to see. No acting at all.T hey (actors) should look for another job. I cant't understand who was stupid enough to actually put money into this movie.<br /><br />I'm sorry for Eric Roberts. Must be tough...I cannot imagine how HUUUGE his mortgage must be to justify taking the job!<br /><br />The ladies in the movie...perhaps they better stick to XXX.<br /><br />As for the LEADING MAN...what a lead! He better be put on a lead and stay there! I can see him being more successful at barking rather than acting. <br /><br />Overall rating: Do NOt rent...DO NOT BUY!,0
With its ww2 timing falling in and out of love and easy on the eye Kira this is re-Atonement. <br /><br />This a relationship story with focused main characters working out the the balance between first and fast love in the home front of WW2. Poet Dylan Thomas philanders his way between wife and ex in dark and smoky Blitz London and later in windy wales. <br /><br />Vera's ex and next spark off each other as the poet and soldier become a sideline while the girls bond and share. An easy watch that works well in the era bouncing along with just a few dips in pace. Would work well with French subtitles but then I may have been to too many art house movies lately.,1
"William Shakespeare's The Merchant of Venice is about a Jewish moneylender and his bond to extract a pound of flesh from the wealthy merchant Antonio the forfeiter of a debt. The Jewish moneylender of course is Shylock and he is given such a towering performance by Al Pacino that even outstanding actors like Jeremy Irons Joseph Fiennes and Lynne Collins fade into the background. The film is set in 16th century Venice and director Michael Radford relies on setting mood and realism to tell its story rejecting lavish period costumes or a modern setting with rock music to appeal to a wider audience.<br /><br />Radford slices the play's three-hour length to a manageable two hours and eight minutes and also provides some historical background. In the opening narration he tells us how Jews came to England were subject to increasing persecution and eventually expelled from England. They were forbidden to own property could make profits only by lending money at interest and were forced to live in a Venetian ""geto"" a forerunner of darker events to come. In the film the merchant Antonio (Jeremy Irons) spits upon Shylock in public yet feels no shame in going to the usurer to borrow 3000 ducats to help his friend and suggested lover Bassanio (Joseph Fiennes) to properly court Portia (Lynne Collins) a wealthy heiress. Though Shylock has been insulted by Antonio he agrees to loan the money without interest for three months on the condition that forfeiture of the bond grants him the right to exact a pound of flesh from Antonio's heart.<br /><br />The play is primarily a drama of hatred and revenge but like many of Shakespeare's works there are touches of broad comedy as well. Here the comedy involves three pairs of lovers: Bassanio and Portia Gratiano Bassanio's friend and Nerissa and Lorenzo another friend of Bassanio and Jessica Shylock's daughter. Portia has offered herself to the person who can pick the right treasure from one of three boxes made of gold silver and lead. The Prince of Morocco chooses the one of gold the Prince of Aragon the one of silver and both are disappointed. Bassanio however loves her for herself and opens the leaden casket to find the portrait within. Radford's adaptation conveys a remarkable feeling for time and place. Portia's residence at Belmont suggests one of those splendid summer homes complete with immaculate gardens and art treasures hanging in every room and contrasts well with the grungy look of Shylock's city with its dank alleyways.<br /><br />When it becomes clear that Antonio cannot repay the debt Bassanio returns to Venice leaving Portia behind. When he arrives the loan is in default and Shylock is demanding his pound of flesh. Even when Bassanio backed by Portia's wealth offers many times the amount in repayment Shylock is intent on revenge not only for the loss of the money but for a lifetime of outsider status. The duke who sits in judgment will not intervene as Portia enters in the guise as a lawyer to defend Antonio. It is here that the film reaches its dramatic heights as all parties come to court to achieve a final resolution.<br /><br />The Merchant of Venice is not only about an unpaid debt but also about the estrangement of Jews from Christian society and their desire for belonging. It has been one of Shakespeare's most controversial plays and analysts have debated for a long time whether it is an anti-Semitic play or simply a play about anti-Semitism that reflects the prevalent view of Christian society in Elizabethan England. Although Shylock is definitely a caricature he is an ambiguous figure and there are many indications that Shakespeare views his flaws as human failings not Jewish ones. The Duke recognizes that he is simply a man who has failed to adhere to the compassionate language of the Torah.<br /><br />In the monologue ""I am a Jew. Hath not a Jew eyes? If you prick us do we not bleed? if you tickle us do we not laugh? if you poison us do we not die? and if you wrong us shall we not revenge?"" Shylock shows a universal humanity expressing the equality of all men. Though we are horrified at the sentence he wishes to carry out we can feel his pain accumulated over the years. Pacino's performance brings new vigor to the text and his often over-the-top persona is replaced with a gentler more understated demeanor that brings understanding to his cause.. During a Toronto International Film Festival interview last September Radford said about Pacino ""when you work with a brilliant actor you have a great machine. It's a bit like driving a powerful car. You have to dare to do it."" He has dared and we are all the beneficiaries.",1
"William Shakespeare's plays are classified as comedy tragedy or history. Some of his most memorable --and most often read -- creations provide us with wistful humor gentle poetry and hilarious slapstick. Some of them survive as unforgettable dramas of compelling depth and gravity. Regardless he was able to write with unparalleled skill and inventiveness contributing greatly to our young language. So in what category lies The Merchant of Venice ? I was very surprised to find it is one of Shakespeare's comedies. I had never before read it nor seen it but after watching this most recent film version I have decided it is neither and it is both. This is one of many questions the viewer must try to answer when coming to terms with what is clearly a perplexing and deeply troubling moral tragedy.<br /><br />The players are introduced quickly and simply. One of them firstly is Venice itself; director Michael Radford filmed the Venetian scenes in the actual city creating an impressively vibrant bustling backdrop to the play's proceedings. To this scenery enters the youthful Bassanio (Joseph Fiennes) returning to Venice to see a dear old friend Antonio (Jeremy Irons). It seems the poor Bassanio has heard of a princess whose father has died and has left to any potential suitors a lottery of sorts. Waiting at the fair lady's island estate are three small trunks <br /><br />only one of which contains ""images of the princess"". He who can guess the right one using only blind intuition and the cryptic teasers written upon them will be bestowed the father's huge fortune for life. Oh and his daughter and her eternal love in marriage I forgot to mention. Here the light comedy of Shakespeare takes over the movie. This farcical plot element drives the story and also fills up much of the film's screen time as a number of painfully eager opportunists arrive at the island humorously vying for and failing to earn this very wealthy hand in marriage. But before any of this occurs Bassanio very much lacking in finances entreats Antonio to loan him three thousand ducats to pay for the lengthy journey he must take to have his shot at the prize. <br /><br />Antonio himself nearly penniless must reluctantly embrace humility by seeking the financial aid of Shylock (Al Pacino) one of countless Jewish usurers who keep the sagging economy afloat yet are scorned and persecuted to no end by the city's zealously Christian majority. Thus they dwell in society's underbelly and it is here the two borrowers must go. Shylock does not hesitate to remind the two men of a certain incident where Antonio insulted and spat on him in the city market and he proudly rebukes this man who frankly has a lot of nerve now coming to ask for help. But help him Shylock does. He even erases any kind of interest on the loan most likely feeling he has no reason to be concerned if Antonio will be able to repay him within three months. Still Shylock's one contractual demand is a pound of Antonio's flesh should he renege on their agreement. This is an unsettling request to be sure for Antonio and Bassanio as well as for us. But it appears that despite his justifiable pride Shylock does not really anticipate seeing such a gruesome act occurring. <br /><br />So here the dramatic groundwork has been laid. And while the film goes off to explore its gentler side with its love lottery and mistaken identities there still looms the gloomy prospect of the loan itself. In the end what will become of this ominous agreement? Meanwhile we are left at turns to explore the true central character of Shylock. Al Pacino has ample dramatic weight to carry here and he does so with convincing grit and passion. There are times when he is given room for the theatrics we have come to expect from such a colorful actor. But his most impressive scenes are the ones where he internalizes this energy showing a conflicted personality: honest sincere and proud yet brooding vengeful and entirely remorseless. This is one of Pacino's most heartfelt performances to date. And while the rest of the cast play their roles creditably and convincingly it is Pacino who really owns the film -- especially toward the end when Shakespeare upends this seeming romantic comedy with a wallop of a third act.<br /><br />I shall not reveal much here; all I can say is that it involves the initial loan -- a mighty shoe one expected would drop sooner or later. And does it ever. By the end Shakespeare has raised a host of dilemmas for his audience: seemingly unresolvable questions of faith morality law and mercy are thrown before us through the final scenes and while by curtain's close the playwright's position may seem clear to some we are left completely at odds. There are winners and losers in this one but have the winners earned their spoils with good reason or have they in a larger sense ended out losing as well? Has virtue been rewarded or simply flouted? Has justice in fact this time been just? By the play's finish some fates are painfully clear and unequivocally sealed. But the audience are to be the ones who really decide the verdict for all of those involved. And for some the verdict is still out for the play as well. Comedy or tragedy? The author has cunningly veiled the intense courtroom finale with an ending of light mirth and pat romantic resolutions. Is he saying that all is well that ends well or is this his final ironic condemnation? The play's humor serves to set us up nicely for such a heavy crash. And while it is also what unfortunately keeps The Merchant of Venice from achieving the greatness of so many of Shakespeare's other works it is still engaging amusing and thought-provoking beyond measure.",1
"William Shakespeare's Merchant of Venice portrays 16th century Venice. Al Pacino plays Shylock a Jewish loan shark who plots revenge on a Catholic that has looked down on him. The movie is a slow moving plot in the beginning that builds up throughout the two plus hours. The film gives a very good and believe appearance to it's characters especially Pacino. When hearing that Pacino plays a Jew one might think that it would not work looking at Pacino's previous mobster type movie roles. Nonetheless it works very well credit must be given to the costume designer's and director's of the film. The look of all the characters fits well with the time period the play takes place in. The costumes look like the Renaissance appearance one might envision to be.<br /><br />The film portrays a very anti-Semitic vibe. From the first minute to the last it is shown how the Catholic's try to take advantage of the Jews in every way they can even to the point of keeping them locked away in ""ghettos"" and not allowing them to regular jobs. In comparison to The Passion of the Christ another recent film that people believed to be very Anti-Semitic Merchant of Venice makes Passion look like a Jewish holiday. The film shows how the Jews or at least Shylock wanted revenge for the mistreatment that the Jews received. The location shots also seem very timely and the scenery is at times very beautiful or very ugly depending on the scene of the film making it just that much more realistic. Showing the beautiful and the ugly can also be seen as anti-Semitic because the ugly is usually shown around the Jews and the beautiful around the Catholics.<br /><br />Although the film clearly attempts to have a serious aura certain parts do add a bit of humor to the act. The oh so serious trial between Shylock and Antonio (Irons) adds a bit of humor when Portia (Collins) and Nerissa (Goldenhersh) come into the trial and decide who will be the victor and the defeated. That in itself might not be funny but seeing it that they were women dressed up in disguise as men one might find it to be pretty amusing. The whole cross dressing scene as compelling as it was could have probably been even more memorable had the make up artists and director Michael Radford taken notice that the two women still look like women and could easily be recognized. The director also could have seen into the fact that the women are speaking through their regular voices instead of trying to sound like men which in part takes away from the scene but doesn't kill it entirely.<br /><br />Overall the film gets a 7 out of 10",1
Why do people need to follow the opinion of the herds of masses and critics? RANDOM HEARTS directed by the brilliant Sydney Pollack (who has a small role in the film too) is another Harrison Ford vehicle. As such it is quite good and entertaining. Surely anyone who goes to see it has this in mind or read the book which is no better. Even Kristin Scott Thomas fans myself included knew it would be a variation of her again playing the love interest of her eldest uncle. Even as such the film is satisfying. What's so bad about this movie that is much better in the other (much higher rated) Harrison Ford vehicles? This film is no masterpiece but it's not as bad as the masses would have the potential viewer believe.,1
While the premise of the film sounded unique and intriguing after watching the first 5 minutes of the film I could have stopped there and gone on with my life. She does get some interesting comments and reactions from her subjects but not really enough to add to the validity of the film.<br /><br />I also felt she went a bit overboard with many things. If a guy said a filthy comment grabbed her or made some disgusting gesture to her I would say go for it bring him down he's a pig. What bothered me though is she would walk around in revealing clothes and be surprised when guys would look at her and give them hell about it.<br /><br />I think somehow she forgot that being attracted to other people is a part of human sexuality and a big part of who we all are. Guys will look at beautiful women especially when they dress provocatively just like women will look at men when they are wearing a tight tank or no shirt at all.<br /><br />Some women may hate me for this but I hope not. I have much respect for women. I was raised by one. I also come from a Spanish family and we are very matriarchal. My grandmother was the center of my family for years but I don't really feel this did anything to help women's rights and from what the filmmaker even said herself some women were offended by her project.,0
While it would be easy and accurate to go into why 'Reba' is at its heart indicative of many 'family-oriented sitcoms' in the way it rips off from other better sitcoms the real truth is that the show is repetitive full of stereotypes from funnier and more groundbreaking shows and the lead star is completely out of her element. While I'm sure Ms. McIntire can sing and has a fan base that supports that being in a sitcom shooting out zingers and calling her the next Lucille Ball is far far removed from reality.<br /><br />Reba herself has no presence which is needed here to establish the fact that she is cast as the put-upon woman of which her entire family is centered. Yet after watching a few episodes there is no real connection to the character. I could care less about her adventures because her whole character seems to be MIA. Reba McIntire has no screen presence and to make a show around her seems very short-sighted and indicative of most 'family-oriented' programming: to push a sitcom full of men-stupid/women-do-everything stereotypes that appeal to nobody but those who can't afford cable.<br /><br />The show is a waste of time. The only good thing is that it at least has better production values than your standard PAX ripoff....just.,0
"Where would Hollywood have been without Fredric March as Robert Browning or Dennis Price as Lord Byron famous lovers in their day? Even an actor as normally straitlaced as Michael Redgrave once brought some moody charm to a portrayal of W.B. Yeats. Writers' lives are an endless source of inspiration.<br /><br />But of all poets it was Dylan Thomas the roistering free-loving Welshman who enjoyed a pint or two (and drank himself to death in New York at the age of 39) who was closest in spirit to the film industry. During World War II he produced scripts for British propaganda documentaries. He even wrote the screenplay of a vapid melodrama called The Three Weird Sisters in which three old maids in a Welsh village plot the murder of their rich half-brother. All that is now forgiven.<br /><br />In John Maybury's The Edge of Love Thomas is played by the Welsh actor Matthew Rhys. It's not a full-scale biopic. The film covers four years in the poet's life during World War II when he lived with two women: his wife Caitlin (Sienna Miller) and a former lover Vera Phillips (Keira Knightley) whom he met again by chance during the war. It seems he loved them both. The relationship of these extraordinary women -- to Thomas and to each other -- is at the heart of Maybury's absorbing film.<br /><br />How it came to be made is a story almost as remarkable as that of the lovers themselves. Rebekah Gilbertson the film's producer is the granddaughter of Vera Phillips and William Killick. William a war hero (played in the film by Cillian Murphy) married Vera while she was still in love with the poet. Gilbertson was inspired to make the film when she discovered a book about her grandparents Dylan Thomas: A Farm Two Mansions and Bungalow by David Thomas describing their tangled lives. Sharman Macdonald who wrote the screenplay is the mother of Knightley. The part requires Knightley to sing and her mother included songs especially for her. Surely no film with such felicitous family connections deserves to do other than succeed.<br /><br />We begin in London during the Blitz. Bombs are falling sirens are wailing and Phillips is singing to sheltering crowds in an underground Tube station. In a pub by chance she meets Thomas and discovers after all these years that he has a wife and child. Phillips and Caitlin form a friendship untroubled by jealousy or rancour and are soon sharing beds and bathtubs listening to Thomas read his poems exchanging intimate secrets and smoking their heads off as everyone did in wartime. Caitlin turns out to be more experienced in the ways of the world (""My first was Augustus John he seduced me when I was 15""). But it's the refined and soulful Phillips who stirs Thomas's deepest responses and eventually succumbs to his charms. In the meantime she has reluctantly married Killick who has seen her in the Tube station and been instantly captivated by her beauty (if not her singing).<br /><br />It is an intense and strangely beautiful film though Thomas himself may be its least impressive character. He is best remembered for Under Milk Wood his verse radio play about a day in the life of the mythical Welsh village of Llareggub whose name spelt backwards was not something polite English teachers drew attention to. I once had a vinyl recording of Richard Burton reading the poem (he appeared in a film of Under Milk Wood in 1971) and I've never forgotten the creamy seductive quality of his voice. The legendary charisma the magnetism of the man is something I missed in Rhys's performance. Thomas comes across as a strangely pallid even secondary figure compared with the women in his life.<br /><br />In his previous film Love Is the Devil Maybury explored the turbulent life of painter Francis Bacon and his sadomasochistic relationship with his lover and model George Dyer. The Edge of Love seems to me a richer and more satisfying film. If you ask what insights it offers into the springs of Thomas's creative inspiration I would have to say Llareggub. But as an insight into his egotism his smouldering moods and his general indifference to the feelings of others it is wonderfully sad and revealing.<br /><br />Thomas had a good war boozing and writing while other men (including Killick) were being traumatised by the horrors of battle. In one scene near the end Thomas's behaviour towards his friends seems unforgivably callous. But this is not after all Thomas's film. Murphy gives us a magnificent study in doomed passion and the emotional debilitation of war. Miller is charming and pathetic as the wife. And Knightley looks almost too exquisitely delicate to be real (as she did in Pride and Prejudice). But this is probably her finest performance. And in every respect the film is worthy of her.",1
